Año,Tipo de Institución,Institución,Unidad Académica,Carrera,Título,Gestión,Nivel de la Oferta,Total de Estudiantes,Estudiantes Varones,Estudiantes Mujeres,Total de Nuevos Inscriptos,Nuevos Inscriptos Varones,Nuevas Inscriptas Mujeres,Total de Reinscriptos,Reinscriptos Varones,Reinscriptos Mujeres,Total de Egresados,Egresados Varones,Egresados Mujeres,
2010,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Rio Grande,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,61,52,9,38,33,5,23,19,4,1,1,,
2010,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Rosario,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,351,311,40,182,164,18,169,147,22,62,55,7,
2010,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional San Francisco,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,90,80,10,31,26,5,59,54,5,1,1,,
2010,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional San Nicolás,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,70,60,10,25,23,2,45,37,8,6,3,3,
2010,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional San Rafael,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,6,6,,,,,6,6,,4,4,,
2010,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Trenque Lauquen,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,10,5,5,,,,10,5,5,,,,
2010,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Tucumán,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,178,127,51,120,88,32,58,39,19,4,4,,
2010,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Venado Tuerto,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,1,,1,,,,1,,1,,,,
2010,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional del Neuquén,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,89,50,39,39,20,19,50,30,20,7,5,2,
2010,Universidad                                       ,Universidad Tecnológica Nacional,Unidad Académica Concordia,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,73,55,18,38,28,10,35,27,8,3,3,,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,"1,210","1,014",196,301,263,38,909,751,158,53,48,5,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,235,202,33,100,95,5,135,107,28,12,6,6,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Córdoba,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,423,368,55,184,162,22,239,206,33,23,18,5,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional General Pacheco,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,462,408,54,141,123,18,321,285,36,48,45,3,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Haedo,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,278,241,37,147,125,22,131,116,15,13,10,3,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Mendoza,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,200,165,35,71,59,12,129,106,23,6,4,2,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Paraná,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,141,127,14,44,42,2,97,85,12,10,9,1,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Rafaela,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,42,33,9,23,19,4,19,14,5,,,,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Reconquista,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,62,52,10,25,20,5,37,32,5,1,1,,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Resistencia,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,224,189,35,79,69,10,145,120,25,10,8,2,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Rio Grande,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,66,54,12,44,35,9,22,19,3,,,,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Rosario,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,369,335,34,152,137,15,217,198,19,54,52,2,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional San Francisco,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,82,71,11,23,19,4,59,52,7,4,3,1,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional San Nicolás,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,67,61,6,22,20,2,45,41,4,1,1,,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional San Rafael,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,6,6,,,,,6,6,,6,6,,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Trenque Lauquen,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,6,4,2,,,,6,4,2,,,,
2011,Universidad                                       ,Universidad Tecnológica Nacional,Facultad Regional Tucumán,"Computación, Sistemas e Informática",Tecnicatura Superior en Programación,Estatal                                           ,Pregrado            ,129,98,31,51,39,12,78,59,19,2,2,,
