,Total de Egresados,Nivel de la Oferta,Carrera,Reinscriptos Mujeres,Nuevos Inscriptos Varones,Estudiantes Mujeres,Total de Estudiantes,Gestión,Total de Nuevos Inscriptos,Tipo de Institución,Estudiantes Varones,Egresados Varones,Unidad Académica,Egresados Mujeres,Total de Reinscriptos,Año,Institución,Nuevas Inscriptas Mujeres,Título,Reinscriptos Varones
,2,Grado               ,Ingeniería en Sistemas,20,55,25,284,Privada                                           ,60,Universidad                                       ,259,2,Departamento de Ingeniería y Ciencias de la Producción,,224,2013,Universidad Gastón Dachary,5,Ingeniería en Informática,204
,,Grado               ,Ingeniería en Sistemas,1,,1,2,Privada                                           ,,Universidad                                       ,1,,Departamento de Ingeniería y Ciencias de la Producción Oberá,,2,2013,Universidad Gastón Dachary,,Ingeniería en Informática,1
,,Grado               ,Ingeniería en Sistemas,49,55,65,412,Estatal                                           ,71,Universidad                                       ,347,,Departamento de Produccion y Trabajo,,341,2013,Universidad Nacional de Avellaneda,16,Ingeniería en Informática,292
,2,Grado               ,Ingeniería en Sistemas,30,45,35,226,Estatal                                           ,50,Universidad                                       ,191,2,Facultad de Tecnología y Ciencias Aplicadas,,176,2013,Universidad Nacional de Catamarca,5,Ingeniería en Informática,146
,16,Grado               ,Ingeniería en Sistemas,189,169,223,961,Estatal                                           ,203,Universidad                                       ,738,11,Facultad de Ingeniería,5,758,2013,Universidad Nacional de Jujuy,34,Ingeniería en Informática,569
,73,Grado               ,Ingeniería en Sistemas,411,326,470,"3,064",Estatal                                           ,385,Universidad                                       ,"2,594",59,Departamento de Ingeniería e Investigaciones Tecnológicas,14,"2,679",2013,Universidad Nacional de La Matanza,59,Ingeniería en Informática,"2,268"
,,Grado               ,Ingeniería en Sistemas,5,31,10,71,Estatal                                           ,36,Universidad                                       ,61,,Facultad de Cs. Físico-Matemáticas y Naturales,,35,2013,Universidad Nacional de San Luis,5,Ingeniería en Informática,30
,12,Grado               ,Ingeniería en Sistemas,81,141,102,890,Estatal                                           ,162,Universidad                                       ,788,10,Facultad de Ingeniería y Ciencias Hídricas,2,728,2013,Universidad Nacional del Litoral,21,Ingeniería en Informática,647
,4,Grado               ,Ingeniería en Sistemas,16,40,20,210,Estatal                                           ,44,Universidad                                       ,190,4,Escuela de Tecnología,,166,2013,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,4,Ingeniería en Informática,150
,,Grado               ,Ingeniería en Sistemas,,,,3,Estatal                                           ,,Universidad                                       ,3,,Escuela de Tecnología - Sede Pergamino,,3,2013,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,,Ingeniería en Informática,3
,31,Grado               ,Ingeniería en Sistemas,48,25,54,320,Privada                                           ,31,Universidad                                       ,266,21,Facultad de Tecnología Informática,10,289,2013,Universidad de Belgrano,6,Ingeniería en Informática,241
,56,Grado               ,Ingeniería en Sistemas,428,638,541,"3,640",Estatal                                           ,751,Universidad                                       ,"3,099",47,Facultad de Ingeniería,9,"2,889",2013,Universidad de Buenos Aires,113,Ingeniería en Informática,"2,461"
,5,Grado               ,Ingeniería en Sistemas,14,17,16,113,Privada                                           ,19,Universidad                                       ,97,4,Facultad de Ingeniería,1,94,2013,Universidad de Mendoza,2,Ingeniería en Informática,80
,5,Grado               ,Ingeniería en Sistemas,11,19,12,90,Privada                                           ,20,Universidad                                       ,78,4,Subsede San Rafael,1,70,2013,Universidad de Mendoza,1,Ingeniería en Informática,59
,9,Grado               ,Ingeniería en Sistemas,24,29,28,206,Privada                                           ,33,Universidad                                       ,178,6,"Facultad de Informática, Ciencias de la Comunicación y Técnicas Especiales",3,173,2013,Universidad de Morón,4,Ingeniería en Informática,149
,12,Grado               ,Ingeniería en Sistemas,26,73,34,365,Privada                                           ,81,Universidad                                       ,331,10,Facultad de Ingeniería,2,284,2013,Universidad de Palermo,8,Ingeniería en Informática,258
,15,Grado               ,Ingeniería en Sistemas,5,13,6,149,Privada                                           ,14,Universidad                                       ,143,13,Facultad de Ingeniería,2,135,2013,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,1,Ingeniería en Informática,130
,11,Grado               ,Ingeniería en Sistemas,8,11,13,83,Privada                                           ,16,Universidad                                       ,70,9,Secretaria Académica,2,67,2013,Universidad del CEMA,5,Ingeniería en Informática,59
,5,Grado               ,Ingeniería en Sistemas,8,18,12,84,Privada                                           ,22,Universidad                                       ,72,5,Facultad de Ingeniería,,62,2013,Universidad del Norte Santo Tomás de Aquino,4,Ingeniería en Informática,54
,13,Grado               ,Ingeniería en Sistemas,11,40,13,154,Privada                                           ,42,Universidad                                       ,141,10,Complejo Educativo Nuestra Señora del Pilar,3,112,2013,Universidad del Salvador,2,Ingeniería en Informática,101
,,Grado               ,Ingeniería en Sistemas,21,32,28,207,Privada                                           ,39,Universidad                                       ,179,,Facultad de Ciencias de la Administración,,168,2013,Universidad del Salvador,7,Ingeniería en Informática,147
,26,Grado               ,Ingeniería en Sistemas,25,38,28,206,Privada                                           ,41,Instituto Universitario                           ,178,24,Departamento de Informática,2,165,2013,Instituto Tecnológico de Buenos Aires,3,Ingeniería en Informática,140
,10,Grado               ,Ingeniería en Sistemas,6,21,7,105,Estatal                                           ,22,Instituto Universitario                           ,98,9,Facultad de Ingeniería,1,83,2013,Instituto Universitario Aeronáutico,1,Ingeniería en Informática,77
,3,Grado               ,Ingeniería en Sistemas,1,7,1,42,Estatal                                           ,7,Instituto Universitario                           ,41,2,Unidad Académica Escuela Superior Técnica,1,35,2013,"Instituto Universitario del Ejército ""Mayor Francisco Romero""",,Ingeniería en Informática,34
,9,Grado               ,Ingeniería en Sistemas,17,30,20,146,Privada                                           ,33,Universidad                                       ,126,6,Facultad de Ciencias Físico Matemáticas e Ingeniería,3,113,2014,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,3,Ingeniería en Informática,96
,31,Grado               ,Ingeniería en Sistemas,135,273,164,"1,444",Privada                                           ,302,Universidad                                       ,"1,280",29,Facultad de Ingeniería y Ciencias Exactas,2,"1,142",2014,Universidad Argentina de la Empresa,29,Ingeniería en Informática,"1,007"
,2,Grado               ,Ingeniería en Sistemas,2,4,3,13,Privada                                           ,5,Universidad                                       ,10,1,ANEXO MAR DEL PLATA,1,8,2014,Universidad Atlántida Argentina,1,Ingeniería en Informática,6
,1,Grado               ,Ingeniería en Sistemas,5,18,13,49,Privada                                           ,26,Universidad                                       ,36,1,UNIVERSIDAD ATLANTIDA ARGENTINA SEDE CENTRAL,,23,2014,Universidad Atlántida Argentina,8,Ingeniería en Informática,18
